,Date,Open,High,Low,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
1291,"Mar 20, 2020",156.02,159.27,148.00,149.73,149.03,"32,568,400"
1292,"Mar 19, 2020",146.62,159.93,144.80,153.13,152.41,"39,862,300"
1293,"Mar 18, 2020",139.75,148.18,137.10,146.96,146.27,"37,553,100"
1294,"Mar 17, 2020",150.74,153.94,140.00,149.42,148.72,"34,255,600"
1295,"Mar 16, 2020",152.32,159.13,143.10,146.01,145.33,"39,120,400"
1296,"Mar 13, 2020",163.53,170.79,157.60,170.28,169.48,"35,028,600"
1297,"Mar 12, 2020",159.54,166.60,154.34,154.47,153.75,"43,266,300"
1298,"Mar 11, 2020",174.01,175.88,167.66,170.24,169.44,"20,373,900"
1299,"Mar 10, 2020",174.67,178.29,169.50,178.19,177.35,"24,517,800"
1300,"Mar 9, 2020",169.60,175.00,165.19,169.50,168.70,"29,949,000"
1301,"Mar 6, 2020",178.33,183.78,176.26,181.09,180.24,"24,559,600"
1302,"Mar 5, 2020",186.78,188.99,183.89,185.17,184.30,"19,333,400"
1303,"Mar 4, 2020",189.17,191.83,186.39,191.76,190.86,"23,062,500"
1304,"Mar 3, 2020",196.22,197.24,183.97,185.89,185.02,"27,984,100"
1305,"Mar 2, 2020",194.03,196.57,188.85,196.44,195.52,"24,949,000"
1306,"Feb 28, 2020",182.70,192.74,181.82,192.47,191.57,"32,568,900"
1307,"Feb 27, 2020",191.82,195.88,189.50,189.75,188.86,"21,682,600"
1308,"Feb 26, 2020",197.19,201.21,195.49,197.20,196.27,"16,524,500"
1309,"Feb 25, 2020",202.25,203.50,195.95,196.77,195.85,"21,433,500"
1310,"Feb 24, 2020",201.80,203.65,198.17,200.72,199.78,"23,080,100"
1311,"Feb 21, 2020",213.48,214.24,208.83,210.18,209.19,"14,092,300"
1312,"Feb 20, 2020",216.52,218.77,212.95,214.58,213.57,"13,109,200"
1313,"Feb 19, 2020",217.99,218.32,216.11,217.49,216.47,"12,135,100"
1314,"Feb 18, 2020",213.55,217.98,213.40,217.80,216.78,"15,609,200"
1315,"Feb 14, 2020",214.00,214.93,212.65,214.18,213.18,"10,741,700"
1316,"Feb 13, 2020",209.52,214.33,209.18,213.14,212.14,"15,396,600"
1317,"Feb 12, 2020",207.85,211.22,207.40,210.76,209.77,"13,813,700"
1318,"Feb 11, 2020",210.19,210.86,206.51,207.19,206.22,"25,030,800"
1319,"Feb 10, 2020",211.52,213.80,210.66,213.06,212.06,"11,856,400"
1320,"Feb 7, 2020",210.30,212.82,209.93,212.33,211.33,"12,242,500"
1321,"Feb 6, 2020",210.47,211.19,209.34,210.85,209.86,"10,567,500"
1322,"Feb 5, 2020",212.51,212.73,208.71,210.11,209.12,"12,538,200"
1323,"Feb 4, 2020",206.62,210.60,205.20,209.83,208.85,"19,628,900"
1324,"Feb 3, 2020",203.44,205.14,202.50,204.19,203.23,"15,495,600"
1325,"Jan 31, 2020",208.43,208.69,201.06,201.91,200.96,"31,359,900"
1326,"Jan 30, 2020",206.53,211.43,204.75,209.53,208.55,"48,775,500"
1327,"Jan 29, 2020",221.44,224.20,218.45,223.23,222.18,"33,181,300"
1328,"Jan 28, 2020",216.14,218.74,213.52,217.79,216.77,"13,413,800"
1329,"Jan 27, 2020",213.10,216.06,212.50,214.87,213.86,"13,810,700"
1330,"Jan 24, 2020",220.80,221.78,216.11,217.94,216.92,"11,905,800"
1331,"Jan 23, 2020",220.75,221.49,219.27,219.76,218.73,"11,195,000"
1332,"Jan 22, 2020",222.31,222.75,221.28,221.32,220.28,"12,212,800"
1333,"Jan 21, 2020",222.16,222.37,219.12,221.44,220.40,"14,275,800"
1334,"Jan 17, 2020",222.03,222.29,220.53,222.14,221.10,"15,905,900"
1335,"Jan 16, 2020",222.57,222.63,220.39,221.77,220.73,"10,015,300"
1336,"Jan 15, 2020",220.61,221.68,220.14,221.15,220.11,"10,036,500"
1337,"Jan 14, 2020",221.61,222.38,218.63,219.06,218.03,"13,288,900"
1338,"Jan 13, 2020",219.60,221.97,219.21,221.91,220.87,"14,463,400"
1339,"Jan 10, 2020",219.20,219.88,217.42,218.06,217.04,"12,119,400"
1340,"Jan 9, 2020",217.54,218.38,216.28,218.30,217.28,"12,642,800"
1341,"Jan 8, 2020",213.00,216.24,212.61,215.22,214.21,"13,475,000"
1342,"Jan 7, 2020",212.82,214.58,211.75,213.06,212.06,"14,912,400"
1343,"Jan 6, 2020",206.70,212.78,206.52,212.60,211.60,"17,058,900"
1344,"Jan 3, 2020",207.21,210.40,206.95,208.67,207.69,"11,188,400"
1345,"Jan 2, 2020",206.75,209.79,206.27,209.78,208.80,"12,077,100"
1346,"Dec 31, 2019",204.00,205.56,203.60,205.25,204.29,"8,953,500"
1347,"Dec 30, 2019",207.86,207.90,203.90,204.41,203.45,"10,524,300"
1348,"Dec 27, 2019",208.67,208.93,206.59,208.10,207.12,"10,284,200"
1349,"Dec 26, 2019",205.57,207.82,205.31,207.79,206.82,"9,350,700"
1350,"Dec 24, 2019",206.30,206.79,205.00,205.12,204.16,"6,046,300"
1351,"Dec 23, 2019",206.70,208.59,205.68,206.18,205.21,"13,348,900"
1352,"Dec 20, 2019",207.48,207.71,203.43,206.30,205.33,"27,306,900"
1353,"Dec 19, 2019",202.78,206.30,202.51,206.06,205.09,"16,514,600"
1354,"Dec 18, 2019",200.09,204.30,200.09,202.50,201.55,"23,274,400"
1355,"Dec 17, 2019",198.84,199.00,196.13,198.39,197.46,"10,175,700"
1356,"Dec 16, 2019",195.27,199.12,194.81,197.92,196.99,"14,911,500"
1357,"Dec 13, 2019",196.40,196.80,193.17,194.11,193.20,"18,798,000"
1358,"Dec 12, 2019",202.35,203.66,194.10,196.75,195.83,"23,734,800"
1359,"Dec 11, 2019",200.28,202.63,200.28,202.26,201.31,"8,036,800"
1360,"Dec 10, 2019",201.66,202.05,200.15,200.87,199.93,"9,475,700"
1361,"Dec 9, 2019",200.65,203.14,200.21,201.34,200.40,"11,954,800"
1362,"Dec 6, 2019",200.50,201.57,200.06,201.05,200.11,"12,270,600"
1363,"Dec 5, 2019",199.86,201.29,198.21,199.36,198.42,"9,740,400"
1364,"Dec 4, 2019",200.00,200.03,198.05,198.71,197.78,"8,456,300"
1365,"Dec 3, 2019",197.60,198.93,195.08,198.82,197.89,"11,595,300"
1366,"Dec 2, 2019",202.13,202.18,198.05,199.70,198.76,"11,503,400"
1367,"Nov 29, 2019",201.60,203.80,201.21,201.64,200.69,"7,985,200"
1368,"Nov 27, 2019",199.90,203.14,199.42,202.00,201.05,"12,736,600"
1369,"Nov 26, 2019",200.00,200.15,198.04,198.97,198.04,"11,735,500"
1370,"Nov 25, 2019",199.52,200.97,199.25,199.79,198.85,"15,272,300"
1371,"Nov 22, 2019",198.38,199.30,197.62,198.82,197.89,"9,959,800"
1372,"Nov 21, 2019",197.42,199.09,196.86,197.93,197.00,"12,131,000"
1373,"Nov 20, 2019",198.58,199.59,195.43,197.51,196.58,"12,355,400"
1374,"Nov 19, 2019",197.40,200.00,196.86,199.32,198.39,"19,056,800"
1375,"Nov 18, 2019",194.56,198.63,193.05,197.40,196.47,"16,167,200"
1376,"Nov 15, 2019",194.26,195.30,193.38,195.10,194.18,"11,524,300"
1377,"Nov 14, 2019",192.93,194.03,191.45,193.15,192.24,"9,040,500"
1378,"Nov 13, 2019",194.70,195.70,192.74,193.19,192.28,"10,860,700"
1379,"Nov 12, 2019",190.00,195.06,189.74,194.47,193.56,"17,615,500"
1380,"Nov 11, 2019",189.93,190.08,188.54,189.61,188.72,"8,631,200"
1381,"Nov 8, 2019",190.00,192.34,189.70,190.84,189.94,"10,760,800"
1382,"Nov 7, 2019",191.91,193.44,189.47,190.42,189.53,"13,473,000"
1383,"Nov 6, 2019",194.03,194.37,191.35,191.55,190.65,"10,973,000"
1384,"Nov 5, 2019",195.37,195.75,193.60,194.32,193.41,"9,942,000"
1385,"Nov 4, 2019",194.55,197.37,193.81,194.72,193.81,"16,371,300"
1386,"Nov 1, 2019",192.85,194.11,189.91,193.62,192.71,"21,711,800"
1387,"Oct 31, 2019",196.70,198.09,188.25,191.65,190.75,"42,286,500"
1388,"Oct 30, 2019",189.56,190.45,185.98,188.25,187.37,"28,734,600"
1389,"Oct 29, 2019",191.69,192.53,188.47,189.31,188.42,"13,574,900"
1390,"Oct 28, 2019",187.20,189.53,185.08,189.40,188.51,"13,657,900"
1391,"Oct 25, 2019",185.83,189.00,185.09,187.89,187.01,"8,061,200"
1392,"Oct 24, 2019",184.62,186.73,182.80,186.38,185.51,"11,413,500"
1393,"Oct 23, 2019",182.01,186.38,182.00,186.15,185.28,"12,300,400"
1394,"Oct 22, 2019",190.00,190.65,181.50,182.34,181.48,"19,537,600"
1395,"Oct 21, 2019",187.04,189.91,186.75,189.76,188.87,"8,122,600"
1396,"Oct 18, 2019",190.23,191.49,183.92,185.85,184.98,"16,874,200"
1397,"Oct 17, 2019",190.30,190.84,188.77,190.39,189.50,"9,603,000"
1398,"Oct 16, 2019",188.32,189.70,186.90,189.55,188.66,"10,516,900"
1399,"Oct 15, 2019",183.80,190.38,183.66,188.89,188.00,"15,039,100"
1400,"Oct 14, 2019",184.20,184.62,182.57,183.28,182.42,"7,006,000"
1401,"Oct 11, 2019",182.15,186.49,182.14,184.19,183.33,"14,930,500"
1402,"Oct 10, 2019",180.32,181.61,179.17,180.03,179.19,"8,605,000"
1403,"Oct 9, 2019",179.16,180.72,177.94,179.85,179.01,"7,556,900"
1404,"Oct 8, 2019",178.26,180.37,177.72,177.75,176.92,"9,466,900"
1405,"Oct 7, 2019",180.00,181.18,178.09,179.68,178.84,"9,178,300"
1406,"Oct 4, 2019",179.55,180.98,178.10,180.45,179.60,"10,430,200"
1407,"Oct 3, 2019",175.57,179.84,173.63,179.38,178.54,"16,086,300"
1408,"Oct 2, 2019",174.84,176.53,173.09,174.60,173.78,"16,151,700"
1409,"Oct 1, 2019",179.15,179.84,174.88,175.81,174.99,"17,073,000"
1410,"Sep 30, 2019",177.87,178.67,176.85,178.08,177.24,"10,740,000"
1411,"Sep 27, 2019",180.49,180.76,175.66,177.10,176.27,"14,656,200"
1412,"Sep 26, 2019",181.33,181.40,177.67,180.11,179.27,"16,083,300"
1413,"Sep 25, 2019",181.45,183.42,177.87,182.80,181.94,"18,068,300"
1414,"Sep 24, 2019",187.98,188.04,180.39,181.28,180.43,"18,546,600"
1415,"Sep 23, 2019",189.34,190.10,185.21,186.82,185.94,"13,327,600"
1416,"Sep 20, 2019",190.66,193.10,188.12,189.93,189.04,"19,934,200"
1417,"Sep 19, 2019",188.66,191.10,188.15,190.14,189.25,"10,392,700"
1418,"Sep 18, 2019",188.09,189.08,186.01,188.14,187.26,"9,681,900"
1419,"Sep 17, 2019",186.66,188.32,185.54,188.08,187.20,"9,671,100"
1420,"Sep 16, 2019",186.93,187.79,185.77,186.22,185.35,"8,444,800"
1421,"Sep 13, 2019",187.33,187.97,186.54,187.19,186.31,"11,441,100"
1422,"Sep 12, 2019",189.86,190.93,187.23,187.47,186.59,"11,419,800"
1423,"Sep 11, 2019",186.46,189.44,186.08,188.49,187.61,"11,761,700"
1424,"Sep 10, 2019",187.44,188.10,184.55,186.17,185.30,"15,455,900"
1425,"Sep 9, 2019",187.73,188.98,185.85,188.76,187.87,"14,722,400"
1426,"Sep 6, 2019",190.21,190.21,186.35,187.49,186.61,"15,226,800"
1427,"Sep 5, 2019",188.53,191.36,187.94,190.90,190.00,"13,876,700"
1428,"Sep 4, 2019",184.65,187.75,183.89,187.14,186.26,"11,308,000"
1429,"Sep 3, 2019",184.00,185.67,182.11,182.39,181.53,"9,779,400"
1430,"Aug 30, 2019",186.78,186.80,183.46,185.67,184.80,"10,774,500"
1431,"Aug 29, 2019",183.77,186.08,183.47,185.57,184.70,"10,128,700"
1432,"Aug 28, 2019",180.53,181.95,178.92,181.76,180.91,"9,386,100"
1433,"Aug 27, 2019",181.93,184.04,181.01,181.30,180.45,"14,399,600"
1434,"Aug 26, 2019",179.40,180.50,178.24,180.36,179.51,"8,773,600"
1435,"Aug 23, 2019",180.84,183.13,176.66,177.75,176.92,"17,323,400"
1436,"Aug 22, 2019",183.43,184.11,179.91,182.04,181.19,"10,821,400"
1437,"Aug 21, 2019",185.00,185.90,183.14,183.55,182.69,"8,398,200"
1438,"Aug 20, 2019",185.45,186.00,182.39,183.81,182.95,"10,083,400"
1439,"Aug 19, 2019",186.01,187.50,184.85,186.17,185.30,"9,691,200"
1440,"Aug 16, 2019",183.75,185.10,182.36,183.70,182.84,"12,654,600"
1441,"Aug 15, 2019",180.95,183.20,180.03,182.59,181.73,"12,925,900"
1442,"Aug 14, 2019",185.80,185.99,179.31,179.71,178.87,"18,903,700"
1443,"Aug 13, 2019",185.52,191.38,185.37,188.45,187.57,"13,577,000"
1444,"Aug 12, 2019",186.85,187.59,184.46,185.37,184.50,"10,930,900"
1445,"Aug 9, 2019",190.00,190.98,187.12,187.85,186.97,"11,058,800"
1446,"Aug 8, 2019",186.62,190.34,184.05,190.16,189.27,"14,828,900"
1447,"Aug 7, 2019",183.60,186.37,181.22,185.15,184.28,"15,833,200"
1448,"Aug 6, 2019",183.69,185.79,183.09,184.51,183.64,"18,035,700"
1449,"Aug 5, 2019",184.69,185.67,179.34,181.73,180.88,"23,086,700"
1450,"Aug 2, 2019",191.10,192.62,188.07,189.02,188.13,"15,297,000"
1451,"Aug 1, 2019",194.17,198.47,190.88,192.73,191.83,"17,777,000"
1452,"Jul 31, 2019",196.95,198.76,192.68,194.23,193.32,"14,593,500"
1453,"Jul 30, 2019",195.39,198.71,193.50,197.04,196.12,"11,903,600"
1454,"Jul 29, 2019",199.00,199.63,195.30,195.94,195.02,"16,530,800"
1455,"Jul 26, 2019",200.19,202.88,196.25,199.75,198.81,"24,434,000"
1456,"Jul 25, 2019",206.70,208.66,198.26,200.71,199.77,"39,889,900"
1457,"Jul 24, 2019",197.63,204.81,197.22,204.66,203.70,"32,532,500"
1458,"Jul 23, 2019",202.84,204.24,200.96,202.36,201.41,"14,583,700"
1459,"Jul 22, 2019",199.91,202.57,198.81,202.32,201.37,"13,589,000"
1460,"Jul 19, 2019",202.18,202.33,198.07,198.36,197.43,"12,098,300"
1461,"Jul 18, 2019",200.15,202.47,199.38,200.78,199.84,"11,937,900"
1462,"Jul 17, 2019",204.18,204.36,201.59,201.80,200.85,"12,083,700"
1463,"Jul 16, 2019",203.89,205.47,203.10,203.84,202.88,"12,132,700"
1464,"Jul 15, 2019",204.25,205.33,201.82,203.91,202.95,"16,030,300"
1465,"Jul 12, 2019",199.68,205.30,199.16,204.87,203.91,"15,366,300"
1466,"Jul 11, 2019",203.26,203.80,200.21,201.23,200.29,"13,678,500"
1467,"Jul 10, 2019",200.00,202.96,199.67,202.73,201.78,"20,571,700"
1468,"Jul 9, 2019",194.97,199.46,194.89,199.21,198.28,"14,698,600"
1469,"Jul 8, 2019",195.19,196.68,193.64,195.76,194.84,"9,723,900"
1470,"Jul 5, 2019",196.18,197.07,194.17,196.40,195.48,"11,164,100"
1471,"Jul 3, 2019",194.16,197.40,194.16,197.20,196.27,"10,246,100"
1472,"Jul 2, 2019",193.00,195.00,192.71,195.00,194.09,"9,050,000"
1473,"Jul 1, 2019",195.21,195.28,191.93,193.00,192.09,"14,181,800"
1474,"Jun 28, 2019",190.55,193.20,189.94,193.00,192.09,"16,378,900"
1475,"Jun 27, 2019",189.88,198.88,188.27,189.50,188.61,"11,159,000"
1476,"Jun 26, 2019",189.54,190.76,187.31,187.66,186.78,"12,808,600"
1477,"Jun 25, 2019",192.88,193.14,188.13,188.84,187.95,"16,750,300"
1478,"Jun 24, 2019",192.42,193.98,191.57,192.60,191.70,"15,509,000"
1479,"Jun 21, 2019",188.75,192.00,188.75,191.14,190.24,"22,751,200"
1480,"Jun 20, 2019",190.95,191.16,187.64,189.53,188.64,"14,635,700"
1481,"Jun 19, 2019",187.00,188.10,184.55,187.48,186.60,"21,417,100"
1482,"Jun 18, 2019",194.00,194.53,187.28,188.47,187.59,"37,571,400"
1483,"Jun 17, 2019",185.01,189.50,184.41,189.01,188.12,"29,459,900"
1484,"Jun 14, 2019",180.51,181.84,180.00,181.33,180.48,"16,773,700"
1485,"Jun 13, 2019",175.53,178.03,174.61,177.47,176.64,"12,253,600"
1486,"Jun 12, 2019",178.38,179.27,172.88,175.04,174.22,"17,699,800"
1487,"Jun 11, 2019",178.48,179.98,176.79,178.10,177.26,"15,266,600"
1488,"Jun 10, 2019",174.75,177.86,173.80,174.82,174.00,"14,767,900"
1489,"Jun 7, 2019",170.17,173.87,168.84,173.35,172.54,"16,917,300"
1490,"Jun 6, 2019",168.30,169.70,167.23,168.33,167.54,"12,446,400"
1491,"Jun 5, 2019",167.48,168.72,164.63,168.17,167.38,"19,758,300"
1492,"Jun 4, 2019",163.71,168.28,160.84,167.50,166.71,"46,044,300"
1493,"Jun 3, 2019",175.00,175.05,161.01,164.15,163.38,"56,059,600"
1494,"May 31, 2019",180.28,180.54,177.16,177.47,176.64,"15,226,500"
1495,"May 30, 2019",183.08,183.48,180.89,183.01,182.15,"8,581,500"
1496,"May 29, 2019",183.50,184.56,181.35,182.19,181.34,"12,797,700"
1497,"May 28, 2019",181.54,184.71,181.45,184.31,183.45,"14,843,300"
1498,"May 24, 2019",182.33,183.63,180.83,181.06,180.21,"8,807,700"
