,Date,Open,High,Low,CloseClose price adjusted for splits.,Adj CloseAdjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
831,"Jan 14, 2022",321.79,332.73,321.21,331.90,330.34,"16,868,500"
832,"Jan 13, 2022",334.98,335.63,325.76,326.48,324.95,"14,797,100"
833,"Jan 12, 2022",335.18,336.37,330.03,333.26,331.70,"14,104,900"
834,"Jan 11, 2022",326.78,334.63,325.28,334.37,332.80,"16,226,800"
835,"Jan 10, 2022",325.31,328.34,315.43,328.07,326.53,"24,942,400"
836,"Jan 7, 2022",332.74,337.00,328.88,331.79,330.23,"14,722,000"
837,"Jan 6, 2022",322.82,339.17,322.72,332.46,330.90,"27,962,800"
838,"Jan 5, 2022",333.02,335.76,323.84,324.17,322.65,"20,564,500"
839,"Jan 4, 2022",339.95,343.09,331.87,336.53,334.95,"15,998,000"
840,"Jan 3, 2022",338.30,341.08,337.19,338.54,336.95,"14,537,900"
841,"Dec 31, 2021",343.02,343.44,336.27,336.35,334.77,"12,870,500"
842,"Dec 30, 2021",344.00,347.23,343.22,344.36,342.74,"10,593,300"
843,"Dec 29, 2021",346.91,349.69,341.64,342.94,341.33,"10,747,000"
844,"Dec 28, 2021",346.63,352.71,345.20,346.22,344.60,"16,637,600"
845,"Dec 27, 2021",338.85,347.87,338.01,346.18,344.56,"17,795,000"
846,"Dec 23, 2021",330.10,336.67,328.36,335.24,333.67,"13,987,700"
847,"Dec 22, 2021",333.80,334.51,328.26,330.45,328.90,"16,764,600"
848,"Dec 21, 2021",326.41,336.00,323.75,334.20,332.63,"16,116,800"
849,"Dec 20, 2021",329.78,329.90,322.53,325.45,323.92,"17,901,800"
850,"Dec 17, 2021",332.80,337.11,330.75,333.79,332.22,"40,012,600"
851,"Dec 16, 2021",338.98,344.46,333.74,334.90,333.33,"22,635,000"
852,"Dec 15, 2021",332.49,342.11,323.98,341.66,340.06,"24,681,300"
853,"Dec 14, 2021",328.05,335.70,327.65,333.74,332.17,"20,461,000"
854,"Dec 13, 2021",330.95,341.09,329.59,334.49,332.92,"22,948,700"
855,"Dec 10, 2021",332.56,335.03,326.37,329.75,328.20,"14,528,000"
856,"Dec 9, 2021",329.54,336.13,328.00,329.82,328.27,"16,879,200"
857,"Dec 8, 2021",325.00,332.75,323.07,330.56,329.01,"19,937,700"
858,"Dec 7, 2021",321.57,326.54,321.00,322.81,321.30,"18,794,000"
859,"Dec 6, 2021",308.13,320.10,306.34,317.87,316.38,"21,758,300"
860,"Dec 3, 2021",313.73,313.75,299.50,306.84,305.40,"27,471,000"
861,"Dec 2, 2021",311.40,314.60,307.20,310.39,308.93,"24,396,200"
862,"Dec 1, 2021",330.29,330.50,310.29,310.60,309.14,"30,329,600"
863,"Nov 30, 2021",335.00,335.81,323.43,324.46,322.94,"25,390,000"
864,"Nov 29, 2021",336.89,340.67,335.31,338.03,336.44,"16,650,900"
865,"Nov 26, 2021",335.80,337.75,331.90,333.12,331.56,"14,750,700"
866,"Nov 24, 2021",336.00,341.78,332.81,341.06,339.46,"13,566,200"
867,"Nov 23, 2021",338.93,341.40,333.50,337.25,335.67,"17,225,000"
868,"Nov 22, 2021",349.05,353.83,340.51,341.01,339.41,"27,116,800"
869,"Nov 19, 2021",342.20,352.10,339.90,345.30,343.68,"26,488,500"
870,"Nov 18, 2021",339.72,342.46,335.30,338.69,337.10,"17,487,200"
871,"Nov 17, 2021",344.24,347.30,340.10,340.77,339.17,"13,602,800"
872,"Nov 16, 2021",343.83,346.65,340.87,342.96,341.35,"18,181,100"
873,"Nov 15, 2021",344.34,353.65,343.20,347.56,345.93,"25,076,600"
874,"Nov 12, 2021",330.18,341.86,329.78,340.89,339.29,"25,414,300"
875,"Nov 11, 2021",329.82,332.46,327.00,327.74,326.20,"12,376,600"
876,"Nov 10, 2021",332.49,333.19,325.51,327.64,326.10,"21,872,600"
877,"Nov 9, 2021",340.00,341.31,334.47,335.37,333.80,"17,556,700"
878,"Nov 8, 2021",344.42,344.79,338.34,338.62,337.03,"18,342,500"
879,"Nov 5, 2021",340.31,346.79,339.64,341.13,339.53,"26,872,800"
880,"Nov 4, 2021",334.01,337.27,332.65,335.85,334.27,"22,495,300"
881,"Nov 3, 2021",327.49,332.15,323.20,331.62,330.06,"20,786,500"
882,"Nov 2, 2021",331.38,334.79,323.80,328.08,326.54,"28,353,000"
883,"Nov 1, 2021",326.04,333.45,326.00,329.98,328.43,"31,518,900"
884,"Oct 29, 2021",320.19,326.00,319.60,323.57,322.05,"37,059,400"
885,"Oct 28, 2021",312.99,325.52,308.11,316.92,315.43,"50,806,800"
886,"Oct 27, 2021",314.19,319.25,312.06,312.22,310.76,"29,971,800"
887,"Oct 26, 2021",328.26,330.21,309.60,315.81,314.33,"65,654,000"
888,"Oct 25, 2021",320.30,329.56,319.72,328.69,327.15,"38,409,000"
889,"Oct 22, 2021",326.35,329.63,321.11,324.61,323.09,"35,224,500"
890,"Oct 21, 2021",340.28,342.31,337.80,341.88,340.28,"16,354,400"
891,"Oct 20, 2021",343.45,343.98,339.45,340.78,339.18,"13,639,500"
892,"Oct 19, 2021",339.65,342.46,337.28,339.99,338.40,"18,786,300"
893,"Oct 18, 2021",328.95,335.89,327.50,335.34,333.77,"21,585,000"
894,"Oct 15, 2021",328.68,329.07,322.51,324.76,323.24,"21,596,400"
895,"Oct 14, 2021",328.36,330.52,327.10,328.53,326.99,"14,302,200"
896,"Oct 13, 2021",326.97,327.00,322.66,324.54,323.02,"14,761,500"
897,"Oct 12, 2021",323.03,324.38,317.37,323.77,322.25,"31,658,700"
898,"Oct 11, 2021",327.63,330.46,325.31,325.45,323.92,"14,708,200"
899,"Oct 8, 2021",331.51,333.40,328.71,330.05,328.50,"15,946,100"
900,"Oct 7, 2021",337.00,338.84,328.98,329.22,327.68,"28,307,500"
901,"Oct 6, 2021",329.74,334.38,325.80,333.64,332.07,"26,443,000"
902,"Oct 5, 2021",328.58,335.18,326.16,332.96,331.40,"35,377,900"
903,"Oct 4, 2021",335.53,335.94,322.70,326.23,324.70,"42,885,000"
904,"Oct 1, 2021",341.61,345.02,338.64,343.01,341.40,"14,905,300"
905,"Sep 30, 2021",340.45,342.80,338.15,339.39,337.80,"16,547,100"
906,"Sep 29, 2021",343.15,345.23,338.88,339.61,338.02,"14,452,200"
907,"Sep 28, 2021",347.97,349.60,338.92,340.65,339.05,"21,710,300"
908,"Sep 27, 2021",349.81,355.15,347.08,353.58,351.92,"15,205,800"
909,"Sep 24, 2021",343.24,354.35,342.37,352.96,351.30,"18,801,900"
910,"Sep 23, 2021",345.36,349.67,343.00,345.96,344.34,"21,806,300"
911,"Sep 22, 2021",347.23,349.84,340.69,343.21,341.60,"43,692,900"
912,"Sep 21, 2021",358.50,360.04,355.19,357.48,355.80,"11,751,900"
913,"Sep 20, 2021",359.30,361.03,349.80,355.70,354.03,"19,822,800"
914,"Sep 17, 2021",371.41,371.41,361.59,364.72,363.01,"26,299,000"
915,"Sep 16, 2021",372.79,373.56,369.71,373.06,371.31,"11,934,200"
916,"Sep 15, 2021",377.00,377.56,367.67,373.92,372.17,"17,940,300"
917,"Sep 14, 2021",377.40,378.59,375.11,376.53,374.76,"8,711,600"
918,"Sep 13, 2021",381.68,381.75,374.35,376.51,374.74,"13,026,300"
919,"Sep 10, 2021",381.36,383.79,378.26,378.69,376.91,"11,549,600"
920,"Sep 9, 2021",377.64,379.83,376.57,378.00,376.23,"9,098,900"
921,"Sep 8, 2021",380.16,380.87,374.79,377.57,375.80,"11,067,200"
922,"Sep 7, 2021",375.88,382.96,373.15,382.18,380.39,"10,793,800"
923,"Sep 3, 2021",374.75,377.16,373.11,376.26,374.49,"7,509,600"
924,"Sep 2, 2021",381.50,381.75,374.06,375.28,373.52,"14,832,900"
925,"Sep 1, 2021",379.59,384.33,378.81,382.05,380.26,"11,567,200"
926,"Aug 31, 2021",379.95,382.76,378.80,379.38,377.60,"12,345,400"
927,"Aug 30, 2021",372.56,381.49,370.52,380.66,378.87,"13,547,300"
928,"Aug 27, 2021",365.10,373.74,364.08,372.63,370.88,"11,219,100"
929,"Aug 26, 2021",368.38,369.44,364.13,364.38,362.67,"7,888,700"
930,"Aug 25, 2021",365.60,370.86,365.40,368.39,366.66,"9,684,500"
931,"Aug 24, 2021",363.66,367.96,361.84,365.51,363.80,"9,235,100"
932,"Aug 23, 2021",359.44,365.69,359.10,363.35,361.65,"10,942,000"
933,"Aug 20, 2021",354.60,359.99,353.31,359.37,357.68,"8,697,700"
934,"Aug 19, 2021",351.35,357.57,351.00,355.12,353.45,"12,004,500"
935,"Aug 18, 2021",356.25,359.86,355.15,355.45,353.78,"10,042,400"
936,"Aug 17, 2021",362.98,364.67,355.07,358.45,356.77,"12,328,700"
937,"Aug 16, 2021",362.52,366.95,357.38,366.56,364.84,"11,222,100"
938,"Aug 13, 2021",362.97,364.66,361.48,363.18,361.48,"7,195,700"
939,"Aug 12, 2021",358.45,363.00,357.11,362.65,360.95,"7,170,700"
940,"Aug 11, 2021",362.10,362.36,357.81,359.96,358.27,"8,400,300"
941,"Aug 10, 2021",361.83,364.10,359.04,361.13,359.44,"7,469,900"
942,"Aug 9, 2021",363.76,365.78,360.75,361.61,359.91,"7,798,900"
943,"Aug 6, 2021",361.40,365.15,361.40,363.51,361.80,"8,925,000"
944,"Aug 5, 2021",359.64,363.90,356.90,362.97,361.27,"10,247,200"
945,"Aug 4, 2021",352.42,360.48,351.51,358.92,357.24,"14,180,600"
946,"Aug 3, 2021",352.73,353.77,347.70,351.24,349.59,"12,406,100"
947,"Aug 2, 2021",358.10,359.40,350.74,351.95,350.30,"13,180,400"
948,"Jul 30, 2021",354.00,360.73,352.94,356.30,354.63,"15,976,200"
949,"Jul 29, 2021",361.00,365.52,356.74,358.32,356.64,"33,413,200"
950,"Jul 28, 2021",374.56,377.55,366.93,373.28,371.53,"29,676,900"
951,"Jul 27, 2021",371.91,373.15,364.55,367.81,366.08,"15,705,400"
952,"Jul 26, 2021",369.58,374.44,368.22,372.46,370.71,"14,925,200"
953,"Jul 23, 2021",360.91,375.33,357.19,369.79,368.06,"33,694,300"
954,"Jul 22, 2021",346.68,351.54,345.21,351.19,349.54,"12,385,400"
955,"Jul 21, 2021",341.50,346.52,341.25,346.23,344.61,"9,279,700"
956,"Jul 20, 2021",338.80,343.45,334.50,341.66,340.06,"11,024,300"
957,"Jul 19, 2021",337.57,339.79,334.54,336.95,335.37,"14,372,300"
958,"Jul 16, 2021",344.91,345.99,340.14,341.16,339.56,"11,026,100"
959,"Jul 15, 2021",349.23,349.23,340.22,344.46,342.84,"14,781,600"
960,"Jul 14, 2021",354.56,355.20,346.73,347.63,346.00,"13,894,200"
961,"Jul 13, 2021",351.50,358.49,348.80,352.09,350.44,"11,456,000"
962,"Jul 12, 2021",351.23,354.19,349.64,353.16,351.50,"10,018,600"
963,"Jul 9, 2021",345.32,350.71,345.27,350.42,348.78,"13,018,700"
964,"Jul 8, 2021",345.73,348.33,342.56,345.65,344.03,"14,406,500"
965,"Jul 7, 2021",355.26,356.49,350.00,350.49,348.85,"14,218,900"
966,"Jul 6, 2021",356.50,358.79,349.18,352.78,351.13,"13,488,500"
967,"Jul 2, 2021",355.10,356.44,352.62,354.70,353.04,"11,521,300"
968,"Jul 1, 2021",346.82,354.67,346.50,354.39,352.73,"17,137,000"
969,"Jun 30, 2021",352.17,352.92,347.17,347.71,346.08,"15,107,500"
970,"Jun 29, 2021",356.27,356.74,349.05,351.89,350.24,"21,417,300"
971,"Jun 28, 2021",342.46,358.14,341.77,355.64,353.97,"29,156,100"
972,"Jun 25, 2021",342.59,344.12,339.68,341.37,339.77,"14,594,400"
973,"Jun 24, 2021",341.85,344.90,341.79,343.18,341.57,"12,329,100"
974,"Jun 23, 2021",339.35,343.42,338.20,340.59,338.99,"14,817,800"
975,"Jun 22, 2021",332.69,339.92,332.60,339.03,337.44,"15,345,300"
976,"Jun 21, 2021",331.09,332.92,327.65,332.29,330.73,"11,337,500"
977,"Jun 18, 2021",334.53,336.15,329.00,329.66,328.11,"23,039,500"
978,"Jun 17, 2021",330.49,337.98,330.15,336.51,334.93,"17,794,100"
979,"Jun 16, 2021",336.70,337.55,328.72,331.08,329.53,"17,232,200"
980,"Jun 15, 2021",336.99,339.92,335.03,336.75,335.17,"15,795,200"
981,"Jun 14, 2021",331.90,336.82,329.81,336.77,335.19,"12,250,800"
982,"Jun 11, 2021",332.58,332.83,328.93,331.26,329.71,"13,587,900"
983,"Jun 10, 2021",330.79,333.94,328.55,332.46,330.90,"13,240,200"
984,"Jun 9, 2021",335.74,336.80,330.00,330.25,328.70,"13,727,900"
985,"Jun 8, 2021",336.70,338.30,332.24,333.68,332.11,"14,580,500"
986,"Jun 7, 2021",329.48,337.69,328.93,336.58,335.00,"20,136,700"
987,"Jun 4, 2021",325.90,332.46,325.18,330.35,328.80,"13,289,400"
988,"Jun 3, 2021",325.78,327.38,323.48,326.04,324.51,"12,610,800"
989,"Jun 2, 2021",330.38,331.87,327.12,329.15,327.61,"11,654,300"
990,"Jun 1, 2021",330.15,331.42,326.64,329.13,327.59,"11,765,900"
991,"May 28, 2021",331.00,332.87,328.33,328.73,327.19,"12,037,400"
992,"May 27, 2021",328.00,333.78,326.76,332.75,331.19,"20,477,700"
993,"May 26, 2021",328.35,329.83,325.82,327.66,326.12,"9,686,900"
994,"May 25, 2021",327.08,329.18,324.80,327.79,326.25,"16,437,000"
995,"May 24, 2021",318.21,325.95,318.03,324.63,323.11,"16,445,400"
996,"May 21, 2021",319.29,319.93,315.81,316.23,314.75,"13,600,900"
997,"May 20, 2021",313.58,319.25,313.16,318.61,317.12,"17,320,200"
998,"May 19, 2021",304.19,314.66,303.57,313.59,312.12,"19,106,200"
999,"May 18, 2021",315.59,316.50,309.81,309.96,308.51,"14,522,400"
1000,"May 17, 2021",313.55,315.68,311.58,315.46,313.98,"15,401,300"
1001,"May 14, 2021",309.54,316.85,309.08,315.94,314.46,"19,245,700"
1002,"May 13, 2021",306.08,308.86,302.77,305.26,303.83,"18,079,200"
1003,"May 12, 2021",301.13,304.96,298.19,302.55,301.13,"24,645,500"
1004,"May 11, 2021",300.75,306.84,299.69,306.53,305.09,"18,920,100"
1005,"May 10, 2021",314.35,314.58,304.83,305.97,304.53,"24,239,200"
1006,"May 7, 2021",322.38,322.94,318.75,319.08,317.58,"15,916,700"
1007,"May 6, 2021",314.52,320.24,313.27,320.02,318.52,"19,012,200"
1008,"May 5, 2021",318.19,321.06,314.49,315.02,313.54,"15,577,600"
1009,"May 4, 2021",320.02,322.19,313.12,318.36,316.87,"24,032,600"
1010,"May 3, 2021",326.17,328.55,321.84,322.58,321.07,"18,719,500"
1011,"Apr 30, 2021",326.14,329.82,324.50,325.08,323.56,"26,332,400"
1012,"Apr 29, 2021",330.12,331.81,321.61,329.51,327.96,"56,526,800"
1013,"Apr 28, 2021",307.36,310.92,305.37,307.10,305.66,"33,907,200"
1014,"Apr 27, 2021",304.28,305.34,301.11,303.57,302.15,"15,309,300"
1015,"Apr 26, 2021",303.34,305.80,301.56,303.04,301.62,"16,172,600"
1016,"Apr 23, 2021",298.76,302.59,297.15,301.13,299.72,"17,536,800"
1017,"Apr 22, 2021",301.33,302.92,296.04,296.52,295.13,"16,375,400"
1018,"Apr 21, 2021",301.95,301.98,297.39,301.47,300.06,"14,863,500"
1019,"Apr 20, 2021",301.99,305.10,297.21,302.65,301.23,"16,796,400"
1020,"Apr 19, 2021",305.01,307.70,300.56,302.24,300.82,"14,553,500"
1021,"Apr 16, 2021",308.17,308.95,304.61,306.18,304.74,"13,059,200"
1022,"Apr 15, 2021",306.34,310.14,304.10,307.82,306.38,"14,558,300"
1023,"Apr 14, 2021",307.30,308.03,301.95,302.82,301.40,"17,421,400"
1024,"Apr 13, 2021",312.21,314.43,309.32,309.76,308.31,"14,036,900"
1025,"Apr 12, 2021",311.05,312.15,307.93,311.54,310.08,"10,881,900"
1026,"Apr 9, 2021",311.40,314.74,310.33,312.46,310.99,"15,988,600"
1027,"Apr 8, 2021",314.85,315.88,310.05,313.02,311.55,"20,894,100"
1028,"Apr 7, 2021",306.34,314.25,305.50,313.09,311.62,"22,855,200"
1029,"Apr 6, 2021",308.84,311.35,305.25,306.26,304.82,"17,335,200"
1030,"Apr 5, 2021",300.89,310.77,300.68,308.91,307.46,"28,237,000"
1031,"Apr 1, 2021",298.40,302.40,296.60,298.66,297.26,"17,616,000"
1032,"Mar 31, 2021",289.99,296.50,288.61,294.53,293.15,"19,498,200"
1033,"Mar 30, 2021",289.83,292.47,286.70,288.00,286.65,"17,474,500"
1034,"Mar 29, 2021",285.77,293.18,284.70,290.82,289.46,"21,718,800"
1035,"Mar 26, 2021",278.30,284.50,277.77,283.02,281.69,"17,629,200"
1036,"Mar 25, 2021",280.98,288.06,277.75,278.74,277.43,"24,505,600"
